,Facility ID,Facility Name,Street Name,Suburb/Town,Pcode,Latitude,Longitude,Field/Surface Type,FullAddress,MelwaysVicRoadsRef
12,BALLAR12478,Black Hill Swimming Pool,Chisholm,BLACK HILL,3350.0,-37.548972,143.87247,"25m Pool - Outdoor, Toddlers Pool"," Chisholm Street, BLACK HILL 3350",566 G5
13,BALLAR12480,Brown Hill Swimming Pool,Humffray,BALLARAT,3350.0,-37.553057,143.89671,"30m Pool - Outdoor, Toddlers Pool"," Humffray Street, BALLARAT 3350",567 L6
14,BALLAR12485,Buninyong Swimming Pool,Forest,BUNINYONG,3357.0,-37.650262,143.888,"25m Pool - Outdoor, Toddlers Pool"," Forest Street, BUNINYONG 3357",578 J4
15,BALLAR12500,Eureka Swimming Complex,Stawell,BALLARAT,3350.0,-37.564234,143.885261,"50m Pool - Outdoor, Childrens Learning Pool, Recreation / Play Water Space, Toddlers Pool"," Stawell Street, BALLARAT 3350",566 J9
16,BALLAR12531,UniSports Swimming Pool,Gear,MOUNT HELEN,3350.0,-37.625507,143.890819,25m Pool - Indoor," Gear Avenue, MOUNT HELEN 3350",572 K11
17,BALLAR12539,Wendouree Swimming Pool,Dowling,WENDOUREE,3355.0,-37.536656,143.841276,"50m Pool - Outdoor, Childrens Learning Pool"," Dowling Street, WENDOUREE 3355",566 A3
18,BASSCO11892,Cape Paterson Sports Facility,Cape Paterson,CAPE PATERSON,3995.0,-38.669361,145.621415,Asphalt,"567 Cape Paterson Rd Cape Paterson Road, CAPE PATERSON 3995",712 C9
19,BASSCO11897,Cowes Outdoor Pool,Settlement ,COWES,3922.0,-38.456624,145.240686,," Settlement  Road, COWES 3922",716 J3
20,BAWBAW12102,Rawson Indoor Swimming pool,Knotts Siding,RAWSON,3825.0,-37.956055,146.39877,," Knotts Siding Road, RAWSON 3825",81 H9
21,BAWBAW12096,Neerim South Swimming pool,Swaffield,NEERIM SOUTH,3831.0,-38.017088,145.95515,"25m Pool - Outdoor, Toddlers Pool"," Swaffield Lane, NEERIM SOUTH 3831",707 R10
22,BAWBAW12115,Trafalgar Swimming Pool,Lady Hamilton ,TRAFALGAR,3824.0,-38.211763,146.154839,"30m Pool - Outdoor, Toddlers Pool"," Lady Hamilton  Lane, TRAFALGAR 3824",703 R10
23,BENALL11084,Benalla Sports and Equestrian Reserve,Midland,BENALLA,3672.0,-36.526523,145.977978,Grass," Midland Highway, BENALLA 3672",663 Q1
24,BENALL11085,Swanpool Bowling Club,Midland,SWANPOOL,3673.0,-36.74679,146.000549,Grass," Midland Highway, SWANPOOL 3673",47 H5
25,BENALL11086,Swanpool Tennis Club,Midland,SWANPOOL,3673.0,-36.745719,146.00028,," Midland Highway, SWANPOOL 3673",47 H5
26,GREATE8723,Tom Flood Sports Centre,Park Road,BENDIGO,3550.0,-36.752811,144.280294,Grass,"17-27 Park Road Street, BENDIGO 3550",607 S5
27,GREATE8665,Evolution Sports & Fitness Centre,Edwards,BENDIGO,3550.0,-36.777569,144.301115,," Edwards Road, BENDIGO 3550",608 B10
28,GREATE8654,Strathfieldsaye Sporting Complex (Club Court),Club,STRATHFIELDSAYE,3551.0,-36.80118,144.352461,Grass," Club Court, STRATHFIELDSAYE 3551",615 M4
29,GREATE8695,Major League Indoor Sports,Waterson,GOLDEN SQUARE,3555.0,-36.785616,144.253713,,"1-3 Waterson Court, GOLDEN SQUARE 3555",607 N12
30,GREATE8646,Bendigo Indoor Sports & Leisure Centre,Edwards,STRATHDALE,3550.0,-36.771993,144.305014,,"92 Edwards Road, STRATHDALE 3550",608 C9
31,GREATE8643,Bendigo East Swimming Pool,Lansell,BENDIGO EAST,3550.0,-36.754394,144.294439,"50m Pool - Outdoor, Toddlers Pool"," Lansell Street, BENDIGO EAST 3550",608 A5
32,GREATE8651,Brennan Park Swimming Pool,Edwards,KENNINGTON,,-36.776913,144.30186,"50m Pool - Outdoor, Diving Pool, Toddlers Pool"," Edwards Road, KENNINGTON ",608 B10
33,GREATE8664,Elmore Swimming Pool,Elmore-Raywood,ELMORE,3558.0,-36.49233,144.606551,," Elmore-Raywood Road, ELMORE 3558",627 M2
34,GREATE8674,Golden Square Swimming Pool,Maple,GOLDEN SQUARE,3555.0,-36.770862,144.259202,"50m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool"," Maple Street, GOLDEN SQUARE 3555",607 O9
35,GREATE8676,Goornong Swimming Pool,Bagshot,GOORNONG,3557.0,-36.618764,144.503956,," Bagshot Street, GOORNONG 3557",45 A3
36,GREATE8681,Heathcote Swimming Pool,Barrack,HEATHCOTE,3523.0,-36.923271,144.711957,," Barrack Street, HEATHCOTE 3523",626 F6
37,GREATE8685,Kangaroo Flat Swimming Pool,Station,KANGAROO FLAT,3555.0,-36.79329,144.240029,"30m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool"," Station Street, KANGAROO FLAT 3555",613 L2
38,GREATE8692,Long Gully Swimming Pool,Bennett,LONG GULLY,3550.0,-36.74621,144.259888,"25m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool"," Bennett Street, LONG GULLY 3550",607 O3
39,GREATE8700,Marong Swimming Pool,Calder Alternative,MARONG,3515.0,-36.738618,144.132334,"25m Pool - Outdoor, Toddlers Pool"," Calder Alternative Highway, MARONG 3515",626 B11
40,GREATE8710,Raywood Swimming Pool,MacAuley,RAYWOOD,3570.0,-36.53367,144.203815,," MacAuley Street, RAYWOOD 3570",46 E2
41,GREATE8728,White Hills Swimming Pool,Hamelin,WHITE HILLS,3550.0,-36.724486,144.306237,," Hamelin Street, WHITE HILLS 3550",604 C10
42,BOROON11001,Ashburton Pool and Recreation Centre,Warner,ASHBURTON,3147.0,-37.866851,145.085201,,"8 Warner Avenue, ASHBURTON 3147",60 E10
43,BOROON11008,Boroondara Sports Complex,Belmore,BALWYN NORTH,3104.0,-37.803522,145.087004,," Belmore Road, BALWYN NORTH 3104",46 F5
44,BOROON11015,Camberwell Sports Ground,Camberwell,CAMBERWELL,3124.0,-37.837923,145.062361,Grass,"420 Camberwell Road, CAMBERWELL 3124",59 K3
45,BOROON11016,Canterbury Sports Ground,Croydon,SURREY HILLS,3127.0,-37.822223,145.088271,Grass,"25 Croydon Road, SURREY HILLS 3127",46 F10
46,BOROON11029,Glenferrie Sportsground,Linda,HAWTHORN,3122.0,-37.820748,145.032525,Grass,"34 Linda Crescent, HAWTHORN 3122",45 C10
47,BOROON11037,Hartwell Sports Ground,Bath,BURWOOD,3125.0,-37.854419,145.08707,Synthetic Pitch,"19A Bath Road, BURWOOD 3125",60 F7
48,BOROON11475,Skylark Sports (Bialik College- Gringlas Sports Centre),Auburn,HAWTHORN EAST,3123.0,,,,"429 Auburn Road, HAWTHORN EAST 3123",
49,BOROON11048,Kew Heights Sports Club,Barkers,KEW,3101.0,-37.816157,145.052962,Grass,"397 Barkers Road, KEW 3101",45 H9
50,BRIMBA8334,Brimbank Sports Centre,McKechnie,ST ALBANS,3021.0,-37.747165,144.80018,," McKechnie Street, ST ALBANS 3021",26 A2
51,BRIMBA8387,Polish Sports and Recreation Centre,Carrington,ALBION,3020.0,-37.770817,144.80674,Grass,"19 Carrington Drive, ALBION 3020",26 B8
52,BRIMBA8343,Deer Park Regional Community Sports Complex,Station,DEER PARK,3023.0,-37.764058,144.774914,," Station Road, DEER PARK 3023",25 E6
53,BRIMBA8352,Flippers Swimming School,Trickey,SYDENHAM,3037.0,-37.697338,144.766512,,"50 Trickey Avenue, SYDENHAM 3037",3 C12
54,BULOKEBULOKE8742,Charlton Indoor Sports Stadium,Davies,CHARLTON,3525.0,-36.270101,143.359068,Wooden Gymnasium," Davies Street, CHARLTON 3525",590 E4
55,BULOKEBULOKE11000,Birchip Indoor Sports Stadium,Campbell,BIRCHIP,3483.0,-35.984186,142.909021,," Campbell Street, BIRCHIP 3483",
56,BULOKEBULOKE8755,Donald Sports Stadium,Borung,DONALD,3480.0,-36.364849,142.985663,Wooden Gymnasium," Borung Highway, DONALD 3480",589 O8
57,BULOKEBULOKE10999,Wycheproof Indoor Sports Stadium,McKenzie,WYCHEPROOF,3527.0,-36.075601,143.228685,," McKenzie Crescent, WYCHEPROOF 3527",
58,BULOKEBULOKE8734,Berriwillock Swimming Pool,Morris,BERRIWILLOCK,3531.0,-35.637231,142.995504,"Program Pool, Toddlers Pool"," Morris Street, BERRIWILLOCK 3531",18 H4
59,BULOKEBULOKE8739,Birchip Swimming Pool,Sherwood,BIRCHIP,3483.0,-35.981256,142.918717,"30m Pool - Outdoor, Toddlers Pool"," Sherwood Street, BIRCHIP 3483",588 J8
60,BULOKEBULOKE8745,Charlton Pool,Davies,CHARLTON,3525.0,-36.267022,143.350324,"30m Pool - Outdoor, Toddlers Pool"," Davies Street, CHARLTON 3525",590 C3
61,BULOKEBULOKE8756,Donald Swimming Pool,Woods,DONALD,3480.0,-36.375131,142.986551,"30m Pool - Outdoor, Toddlers Pool"," Woods Street, DONALD 3480",589 O10
62,BULOKEBULOKE8765,Sea Lake Swimming Pool,Horace,SEA LAKE,3533.0,-35.502697,142.850198,"30m Pool - Outdoor, Toddlers Pool"," Horace Street, SEA LAKE 3533",589 N2
63,BULOKEBULOKE8768,Watchem Swimming Pool,Camp,WATCHEM,3482.0,-36.148725,142.859556,"25m Pool - Outdoor, Toddlers Pool"," Camp Street, WATCHEM 3482",589 T5
64,BULOKEBULOKE8773,Wycheproof Swimming Pool,Charles,WYCHEPROOF,3527.0,-36.07291,143.228541,"30m Pool - Outdoor, Toddlers Pool"," Charles Street, WYCHEPROOF 3527",588 C6
65,CAMPAS8807,Northern Sports Oval,Tisdall,KYABRAM,3620.0,-36.303609,145.051358,Grass," Tisdall Road, KYABRAM 3620",599 O1
66,CAMPAS8776,Bamawm Indoor Sports Complex,Bamawm Hall,BAMAWM,3561.0,-36.26296,144.588841,," Bamawm Hall Road, BAMAWM 3561",31 B6
67,CAMPAS8787,Fonterra Sports & Entertainment Centre,High,ECHUCA,3564.0,-36.143764,144.753281,Wooden Gymnasium," High Street South, ECHUCA 3564",596 J11
68,CAMPAS8798,Kyabram Sports & Entertainment Centre,Allan,KYABRAM,3620.0,-36.313875,145.06022,,"408 Allan Street, KYABRAM 3620",599 Q3
69,CAMPAS8832,Echuca Sporting Complex,College,ECHUCA,3564.0,-36.130663,144.733057,," College Drive, ECHUCA 3564",596 E8
70,CAMPAS8782,Colbinabbin Pool,Channel,COLBINABBIN,3559.0,-36.588127,144.799728,25m Pool - Outdoor," Channel Road, COLBINABBIN 3559",45 E3
71,CAMPAS8795,Kyabram Pool,Union,KYABRAM,3620.0,-36.315759,145.046916,50m Pool - Outdoor," Union Street, KYABRAM 3620",599 04
72,CAMPAS8804,Lockington Pool,Burns,LOCKINGTON,3563.0,-36.267617,144.538855,"25m Pool - Outdoor, Toddlers Pool"," Burns Street, LOCKINGTON 3563",31 A6
73,CAMPAS8810,Rochester Pool,Ramsay,ROCHESTER,3561.0,-36.359637,144.699127,50m Pool - Outdoor," Ramsay Street, ROCHESTER 3561",595 N10
74,CAMPAS8815,Rushworth Pool,Geyle,RUSHWORTH,3612.0,-36.589549,145.013508,"25m Pool - Outdoor, Toddlers Pool"," Geyle Street, RUSHWORTH 3612",598 D11
75,CAMPAS8819,Stanhope Pool,Midland,STANHOPE,3623.0,-36.447073,144.985045,25m Pool - Outdoor," Midland Highway, STANHOPE 3623",595 N3
76,CAMPAS8824,Tongala Pool,Henderson,TONGALA,3621.0,-36.245086,144.948445,"25m Pool - Outdoor, Toddlers Pool"," Henderson Road, TONGALA 3621",599 M9
77,CARDIN11003,Emerald Lake wading Pool,Emerald Lake ,EMERALD ,3782.0,,,Recreation / Play Water Space," Emerald Lake  Road, EMERALD  3782",127 G7
78,CARDIN11034,Pakenham Outdoor Pool,Anderson ,PAKENHAM ,3810.0,-38.073728,145.48311,"50m Pool - Outdoor, Childrens Learning Pool"," Anderson  Street, PAKENHAM  3810",317 D7
79,CASEYC12259,"Lawson Poole Recreation Reserve, ",Lesdon,CRANBOURNE ,3977.0,-38.083526,145.274553,Grass Running Track," Lesdon Avenue, CRANBOURNE  3977",129 H10
80,CASEYC11287,Cranbourne Indoor sports,Smethurst,CRANBOURNE,3977.0,-38.1045,145.2865,,"14 Smethurst Street, CRANBOURNE 3977",
81,CASEYC12248,Cranbourne Indoor Pool,Grant,CRANBOURNE,3977.0,-38.115664,145.278354,," Grant Street, CRANBOURNE 3977",133 J6
82,CASEYC12289,Freeway Sports,Doveton,EUMEMMERRING ,3802.0,-38.002875,145.249954,,"3 Doveton Avenue, EUMEMMERRING  3802",91 B12
83,CASEYC11498,Skylark Sports (Fleetwood Primary School),Fleetwood ,NARRE WARREN,3805.0,,,," Fleetwood  Drive, NARRE WARREN 3805",
84,CASEYC12267,Doveton Pool in the Park,tristania,DOVETON ,3177.0,-37.98872,145.244299,"50m Pool - Outdoor, Childrens Learning Pool, Recreation / Play Water Space, Toddlers Pool","64 tristania Street, DOVETON  3177",90 K9
85,CENTRA12561,Maryborough Sports and Leisure Centre,Gillies,MARYBOROUGH,3465.0,-37.05575,143.743896,Wooden Flooring,"40 Gillies Street, MARYBOROUGH 3465",558 F9
86,COLACO4906,Colac Indoor Tennis & Sports Centre,Main,ELLIMINYT,3250.0,-38.356307,143.583315,,"112 Main Street, ELLIMINYT 3250",
87,CORANG12782,Terang and District Sport and Recreation Centre,Strong ,TERANG ,3264.0,-38.242976,142.921208,Wooden Gymnasium," Strong  Street  , TERANG  3264",517 S11
88,CORANG12788,Timboon Indoor Sports Centre,Hamilton,TIMBOON ,3268.0,-38.483908,142.972299,Wooden Gymnasium," Hamilton Street  , TIMBOON  3268",516 H9
89,CORANG12762,Cobden Indoor Sports Centre,McKenzie ,COBDEN ,3266.0,-38.324525,143.067906,Wooden Gymnasium," McKenzie  Street  , COBDEN  3266",518 C3
90,CORANG12754,Camperdown Swimming Pool,Curdie,CAMPERDOWN,3260.0,-38.236659,143.149459,," Curdie Street, CAMPERDOWN 3260",517 O5
91,CORANG12760,Cobden Swimming Pool,Victoria,COBDEN,3266.0,-38.32556,143.078336,," Victoria Street, COBDEN 3266",518 D3
92,CORANG12766,Lismore Swimming Pool,Ferrers,LISMORE,3324.0,-37.955394,143.344467,," Ferrers Street, LISMORE 3324",516 D6
93,CORANG12777,Skipton Swimming Pool,Swimming Pool,SKIPTON,3361.0,-37.684072,143.369153,," Swimming Pool Road, SKIPTON 3361",518 D10
94,CORANG12786,Timboon Swimming Pool,Lambert,TIMBOON,3268.0,-38.486277,142.981087,," Lambert Street, TIMBOON 3268",516 J9
95,GREATE11624,Dandenong Indoor Sports Stadium,Stud,DANDENONG NORTH,3175.0,-37.964204,145.226509,Wooden Gymnasium,"270 Stud Road, DANDENONG NORTH 3175",81 G11
96,GREATE11664,Springvale Indoor Sports,Springvale,SPRINGVALE,3171.0,-37.975114,145.147312,,"546 Springvale Road, SPRINGVALE 3171",79 K11
97,GREATE11658,Sandown Indoor Tennis & Sports Centre,Brough,SPRINGVALE,3171.0,-37.941992,145.168696,," Brough Street, SPRINGVALE 3171",80 D7
98,GREATE11661,Sporting Shooters Association of Victoria,Dandenong ,SPRINGVALE,3171.0,-37.943689,145.170338,,"710 Dandenong  Road, SPRINGVALE 3171",80 B5
99,GREATE11668,The Grenda Aquatic Centre (Haileybury College Pool),Springvale,KEYSBOROUGH,3173.0,-37.994627,145.145307,50m Pool - Outdoor," Springvale Road, KEYSBOROUGH 3173",88 J10
100,GREATE11646,National Water Sports Centre,Riverend,BANGHOLME,3175.0,-38.056399,145.149068,," Riverend Road, BANGHOLME 3175",97 K1
101,DAREBI11808,Darebin Community Sports Stadium,Plenty,RESERVOIR,3073.0,-37.721381,145.030317,,"857 Plenty Road, RESERVOIR 3073",19 C7
102,DAREBI11292,Northcote Indoor Sports,Mansfield,THORNBURY,3071.0,-37.7595,145.0275,,"338 Mansfield street, THORNBURY 3071",
103,DAREBI11809,Darebin International Sports Centre,Darebin,THORNBURY,3071.0,-37.764668,145.023188,,"281 Darebin Road, THORNBURY 3071",31 A6
104,EASTGI10989,Bairnsdale Outdoor Swimming Pool,Turnbull ,BAIRNSDALE,3875.0,-37.823284,147.618016,50m Pool - Outdoor,"49 Turnbull  Street, BAIRNSDALE 3875",688 H7
105,EASTGI11026,Mallacoota Swimming Pool,Betka,MALLACOOTA,3892.0,-37.562064,149.753667,Recreation / Play Water Space,"63 Betka Road, MALLACOOTA 3892",683 R7
106,EASTGI11302,Community Sports Centre,Arnold,ORBOST,3888.0,-37.702613,148.467359,," Arnold Street, ORBOST 3888",
107,FRANKS11060,Peninsula Indoor Sports,Klauer,SEAFORD,3198.0,-38.119037,145.144,," Klauer Street, SEAFORD 3198",
108,FRANKS11294,Saxon Sports Frankston,New,FRANKSTON,3199.0,-38.133,145.128,," New Street, FRANKSTON 3199",
109,FRANKS11059,Frankston Indoor Sports ,Hartnett,SEAFORD,3198.0,-38.117445,145.141387,,"81 Hartnett Drive, SEAFORD 3198",
110,GANNAW8846,Riverside Park Sports Reserve,Wyndham,KERANG,3579.0,-35.731567,143.911641,Grass," Wyndham Street, KERANG 3579",592 B4
111,GANNAW8835,Cohuna Swimming Pool,Tennis,COHUNA,3568.0,-35.807018,144.221199,"25m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool"," Tennis Road, COHUNA 3568",590 J10
112,GANNAW8842,Kerang Swimming Pool,Shadford,KERANG,3579.0,-35.733526,143.915405,"25m Pool - Outdoor, 50m Pool - Outdoor, Toddlers Pool"," Shadford Street, KERANG 3579",592 B4
113,GANNAW8849,Koondrook Swimming Pool,Thompson,KOONDROOK,3580.0,-35.642613,144.12885,"25m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool"," Thompson Street, KOONDROOK 3580",591 R9
114,GANNAW8856,Leitchville War Memorial Swimming Pool,King George,LEITCHVILLE,3567.0,-35.90351,144.301495,"25m Pool - Outdoor, Childrens Learning Pool","2A King George Street, LEITCHVILLE 3567",21 F8
115,GANNAW8843,Patchell Plaza Warm Water Pool,Patchell,KERANG,3579.0,-35.722491,143.926195,Rehabilitation Pool,"45 Patchell Street, KERANG 3579",592 D2
116,GANNAW8863,Quambatook Swimming Pool,River,QUAMBATOOK,3540.0,-35.850912,143.523524,"25m Pool - Outdoor, Childrens Learning Pool"," River Street, QUAMBATOOK 3540",20 A7
117,GEELON11291,Geelong Indoor Sports,Gravel Pits,GEELONG SOUTH,3220.0,-38.1725,144.3635,,"13 Gravel Pits Road, GEELONG SOUTH 3220",
118,GEELON11296,North Geelong Indoor Sports,Furner,NORTH GEELONG,3215.0,-38.102046,144.342321,,"96 Furner Avenue, NORTH GEELONG 3215",
119,GREATE11021,Corio Bay Sports Medicine Centre,Latrobe,GEELONG,3220.0,-38.150941,144.352416,,"283 Latrobe Terrace, GEELONG 3220",
120,GEELON11472,Aerosport Allstars,Essington,GROVEDALE,3216.0,,,,"12 Essington Street, GROVEDALE 3216",
121,GREATE11093,Leopold Sportsmans Club,Kensington,LEOPOLD,3224.0,-38.176638,144.46633,Grass," Kensington Road, LEOPOLD 3224",454 F12
122,GREATE11001,Bell Park Sports Club,Midland,BATESFORD,3213.0,-38.094495,144.297627,,"515 Midland Hwy, BATESFORD 3213",440 H1
123,GREATE11059,Geelong Motor Sports Complex,Beach ,POINT WILSON,3212.0,-38.01438,144.472328,," Beach  Road, POINT WILSON 3212",
124,GREATE11088,Lara Swimming Pool,Bank,LARA,3212.0,-38.02462,144.397698,50m Pool - Outdoor," Bank Street , LARA 3212",422 K6
125,GLENEI11218,Glen Eira Sports and Aquatic Centre,East Boundary ,BENTLEIGH EAST  ,3165.0,-37.916884,145.061671,Wooden Flooring,"186 East Boundary  Road, BENTLEIGH EAST   3165",68 K12
126,GLENEL11593,HEYWOOD SPORTS PARK,Woolsthorpe - Heywood,HEYWOOD,3304.0,-38.131655,141.666282,Outdoor Archery," Woolsthorpe - Heywood Road, HEYWOOD 3304",
127,GLENEL11575,Heywood Swimming pool,Hunter,HEYWOOD,3304.0,-38.131326,141.628187,," Hunter Street, HEYWOOD 3304",502 C3
128,GLENEL11579,Merino Swimming pool,Mocamboro,MERINO,3310.0,-37.713295,141.546055,," Mocamboro Road, MERINO 3310",501 R2
129,GOLDEN8281,Bannockburn Community Sports Stadium,High,BANNOCKBURN,3331.0,-38.047517,144.169761,Wooden Flooring,"32 High Street, BANNOCKBURN 3331",524 C4
130,HEPBUR9221,Clunes Sporting Complex,Cameron,CLUNES,3370.0,,,Grass," Cameron Street, CLUNES 3370",
131,HEPBUR9220,Clunes Pool,Ligar,CLUNES,3370.0,-37.292444,143.788308,"25m Pool - Outdoor, Toddlers Pool"," Ligar Street, CLUNES 3370",584 D4
132,HEPBUR9230,Daylesford Swimming Pool,Central Springs,DAYLESFORD,3460.0,-37.34291,144.141035,50m Pool - Outdoor," Central Springs Road, DAYLESFORD 3460",582 E10
133,HEPBUR9243,Trentham Pool,Market,TRENTHAM,3458.0,-37.390263,144.323734,25m Pool - Outdoor," Market Street, TRENTHAM 3458",584 C10
134,HINDMA9251,Dimboola Sports Stadium,Lloyd,DIMBOOLA,3414.0,-36.460127,142.025603,Wooden Flooring," Lloyd Street, DIMBOOLA 3414",546 F11
135,HINDMA9260,Lowan Sports Centre,Whitehead,NHILL,3418.0,-36.332494,141.658779,Cement (Hard Court)," Whitehead Avenue, NHILL 3418",546 E2
136,HINDMA9249,Dimboola Swimming Pool,Lloyd,DIMBOOLA,3414.0,-36.456902,142.027116,"50m Pool - Outdoor, Toddlers Pool"," Lloyd Street, DIMBOOLA 3414",546 G10
137,HINDMA9252,Jeparit Swimming Pool,Sands,JEPARIT,3423.0,-36.140976,141.983916,"25m Pool - Outdoor, Toddlers Pool"," Sands Avenue, JEPARIT 3423",545 S2
138,HINDMA9261,Nhill Swimming Pool,Whitehead,NHILL,3418.0,-36.332204,141.657843,"25m Pool - Outdoor, Recreation / Play Water Space, Rehabilitation Pool"," Whitehead Avenue, NHILL 3418",546 E2
139,HINDMA9265,Rainbow Swimming Pool,Park,RAINBOW,3424.0,-35.900369,141.991099,"30m Pool - Outdoor, Toddlers Pool"," Park Street, RAINBOW 3424",545 S9
140,HOBSON12988,Westside Indoor Sports,Grieve,ALTONA NORTH,3025.0,-37.833056,144.825247,," Grieve Parade, ALTONA NORTH 3025",54 G1
141,HOBSON12935,Altona Sports Centre,Queens,ALTONA MEADOWS,3028.0,-37.876617,144.797079,Wooden Gymnasium," Queens Street, ALTONA MEADOWS 3028",208 K1
142,HOBSON12936,Altona Sports Club Reserve,Altona,ALTONA,3018.0,-37.863318,144.849793,Synthetic Pitch," Altona Road, ALTONA 3018",55 B10
143,HOBSON12934,Altona Sports Bowls Club,Altona,ALTONA,3018.0,-37.863708,144.848517,Grass,"11 Altona Road, ALTONA 3018",55 B10
144,HORSHA11364,Laharum Sports and Community Centre,Northern Grampians,LAHARUM,3401.0,-36.936788,142.327585,Grass,"1473 Northern Grampians Road, LAHARUM 3401",40 G9
145,HORSHA11381,Pimpinio Sports and Community Centre,Western,HORSHAM,3402.0,-36.589421,142.123105,Grass," Western Highway, HORSHAM 3402",40 C3
146,HUMECI11728,Action Indoor Sports Tullamarine,Carrick,TULLAMARINE,3043.0,-37.70224,144.884675,,"10 Carrick Drive, TULLAMARINE 3043",15 K2
147,HUMECI11297,Sunbury Indoor Sports Centre,Vineyard,SUNBURY,3429.0,-37.5875,144.7175,,"63 Vineyard Road, SUNBURY 3429",
148,INDIGO10993,Beechworth Swimming Pool & Skatepark,Church,BEECHWORTH,3747.0,-36.362865,146.687243,," Church Street, BEECHWORTH 3747",659 N4
149,INDIGO11001,Rutherglen Outdoor Pool,Murray,RUTHERGLEN,3685.0,-36.0556,146.457735,," Murray Street, RUTHERGLEN 3685",657 M6
150,INDIGO11010,Yackandandah Swimming pool,Railway,YACKANDANDAH,3749.0,-36.311306,146.84036,25m Pool - Outdoor," Railway avenue, YACKANDANDAH 3749",659 S10
151,KINGST10919,BonBeach Sports Reserve,Cannes,CARRUM,3197.0,-38.061687,145.129178,Grass," Cannes Avenue, CARRUM 3197",97 E4
152,KINGST10965,Mentone Grammar Sports Ground,Springvale,KEYSBOROUGH,3173.0,-37.99905,145.1402,Synthetic Pitch," Springvale Road, KEYSBOROUGH 3173",88 H10
153,KNOXCI8588,Knox Park Sporting Complex,Bunjil,KNOXFIELD,3180.0,-37.897447,145.258312,Synthetic Running Track," Bunjil Way, KNOXFIELD 3180",73 D7
154,KNOXCI8558,Eastern Indoor Sports Centre,Ferntree Gully,KNOXFIELD,3180.0,-37.893631,145.256038,,"1642 Ferntree Gully Road, KNOXFIELD 3180",73 D6
155,KNOXCI8585,Knox Indoor Sports,Lewis,WANTIRNA SOUTH,3152.0,-37.869,145.248,,"108 Lewis Road, WANTIRNA SOUTH 3152",64 B11
156,KNOXCI8547,Big Slide Indoor Sport Play Centre,Ferntree Gully,KNOXFIELD,3180.0,-37.893362,145.256136,,"1642 Ferntree Gully Road, KNOXFIELD 3180",73 D6
157,LATROB11458,Traralgon West Sporting Complex,Douglas,TRARALGON,3844.0,-38.188221,146.517658,Grass," Douglas Parade, TRARALGON 3844",696 D4
158,LATROB11456,Traralgon Sports Stadium,Catterick,TRARALGON,3844.0,-38.200021,146.517852,Wooden Flooring," Catterick Cresent, TRARALGON 3844",696 E7
159,LATROB11419,Latrobe City Sports & Entertainment Stadium,Fairway,MORWELL,3840.0,-38.217311,146.429879,Grass," Fairway Drive, MORWELL 3840",699 R3
